sku,nombre,descripcion,categoria_nivel1,categoria_nivel2,categoria_nivel3,categoria_nivel4,precio,stock,descuento,marca,producto_padre_id,tipo_variante,valor_variante
FAR-003559,Farmalia Multivitamínico senior 60 cápsulas,Complemento alimenticio con vitaminas y minerales esenciales.,Farmacia,Vitaminas y suplementos,Multivitamínicos,Complejo multivitamínico,16.04,Yes,10,Farmalia,PADRE-00401,presentacion,60 cápsulas
FAR-002631,Aliviax Termómetro digital frontal 1 unidad,Mide la temperatura corporal de forma rápida y precisa.,Farmacia,Primeros auxilios,Termómetros,Termómetro digital,14.82,Yes,30,Aliviax,PADRE-00845,presentacion,frontal 1 unidad
FAR-002153,Bruma Salud Vitamina C forte goma de mascar 60 unidades,Refuerza las defensas y contribuye al sistema inmunitario.,Farmacia,Vitaminas y suplementos,Vitamina C,Vitamina C efervescente,22.61,Yes,50,Bruma Salud,PADRE-00372,presentacion,goma de mascar 60 unidades
FAR-004512,"Vitalnova Pañal active dry talla 4, 38 unidades",Máxima absorción y suavidad para la piel del bebé.,Farmacia,Cuidado del bebé,Pañales,Pañal infantil,4.63,Yes,5,Vitalnova,PADRE-01029,presentacion,"talla 4, 38 unidades"
FAR-001192,Salutia Champú anticaída 250ml,Limpia el cabello y cuida el cuero cabelludo.,Farmacia,Cuidado personal,Cuidado capilar,Champú,12.51,Yes,0,Salutia,PADRE-00709,presentacion,250ml
FAR-001014,Salutia Toallitas aqua 72 unidades,Limpieza suave y respetuosa con la piel del bebé.,Farmacia,Cuidado del bebé,Toallitas,Toallitas húmedas,13.28,Yes,30,Salutia,PADRE-01069,presentacion,72 unidades
FAR-002221,Bienestar Plus Champú suave 300ml,Limpia el cabello y cuida el cuero cabelludo.,Farmacia,Cuidado personal,Cuidado capilar,Champú,17.72,No,0,Bienestar Plus,PADRE-00694,presentacion,300ml
FAR-004317,Aliviax Jarabe expectorante 200ml,Calma la tos seca e irritativa.,Farmacia,Medicamentos sin receta,Antitusivos,Jarabe para la tos,16.05,Yes,0,Aliviax,PADRE-00098,presentacion,200ml
FAR-002344,MediCare Plus Paracetamol 400mg 30 cápsulas,Alivia el dolor leve a moderado y reduce la fiebre.,Farmacia,Medicamentos sin receta,Analgésicos,Analgésico oral,11.32,Yes,50,MediCare Plus,PADRE-00014,presentacion,400mg 30 cápsulas
FAR-000032,MediCare Plus Difenhidramina jarabe 150ml,Alivia los síntomas de alergia como estornudos y picor.,Farmacia,Medicamentos sin receta,Antihistamínicos,Antihistamínico oral,15.40,Yes,0,MediCare Plus,PADRE-00234,presentacion,jarabe 150ml
FAR-000652,Herbolar Multivitamínico mujer 30 comprimidos,Complemento alimenticio con vitaminas y minerales esenciales.,Farmacia,Vitaminas y suplementos,Multivitamínicos,Complejo multivitamínico,9.72,Yes,25,Herbolar,PADRE-00413,presentacion,30 comprimidos
FAR-002462,Farmoderma Toallitas aqua pack 3x72 unidades,Limpieza suave y respetuosa con la piel del bebé.,Farmacia,Cuidado del bebé,Toallitas,Toallitas húmedas,17.39,Yes,0,Farmoderma,PADRE-01077,presentacion,pack 3x72 unidades
FAR-002410,Vitaxel Muñequera de compresión tobillera talla M,Proporciona sujeción y compresión en esguinces y molestias musculares.,Farmacia,Ortopedia,Vendajes elásticos,Venda elástica,18.08,Yes,0,Vitaxel,PADRE-01188,presentacion,tobillera talla M
FAR-000227,Aliviax Apósito resistente al agua caja 40 unidades,Protege heridas leves y favorece la cicatrización.,Farmacia,Primeros auxilios,Vendajes,Apósito adhesivo,13.28,No,25,Aliviax,PADRE-00806,presentacion,caja 40 unidades
FAR-003248,Aliviax Muñequera de compresión muñequera talla L,Proporciona sujeción y compresión en esguinces y molestias musculares.,Farmacia,Ortopedia,Vendajes elásticos,Venda elástica,4.59,Yes,30,Aliviax,PADRE-01197,presentacion,muñequera talla L
FAR-000825,Bienestar Plus Colutorio clásico 250ml,Refresca el aliento y complementa el cepillado diario.,Farmacia,Higiene bucal,Enjuague bucal,Colutorio,7.60,Yes,0,Bienestar Plus,PADRE-00956,presentacion,250ml
FAR-002151,Bruma Salud Magaldrato 20 comprimidos masticables,Neutraliza el exceso de ácido estomacal.,Farmacia,Medicamentos sin receta,Antiácidos,Antiácido oral,5.48,Yes,0,Bruma Salud,PADRE-00157,presentacion,20 comprimidos masticables
FAR-003653,Aliviax Solar facial SPF50 crema facial 50ml,Protege la piel frente a la radiación UVA/UVB.,Farmacia,Cuidado personal,Protección solar,Protector solar,7.44,No,0,Aliviax,PADRE-00616,presentacion,SPF50 crema facial 50ml
FAR-002938,Bruma Salud Termómetro digital infantil 1 unidad,Mide la temperatura corporal de forma rápida y precisa.,Farmacia,Primeros auxilios,Termómetros,Termómetro digital,13.37,Yes,0,Bruma Salud,PADRE-00854,presentacion,infantil 1 unidad
FAR-000630,Botica Real Muñequera de compresión muñequera talla L,Proporciona sujeción y compresión en esguinces y molestias musculares.,Farmacia,Ortopedia,Vendajes elásticos,Venda elástica,5.78,Yes,0,Botica Real,PADRE-01191,presentacion,muñequera talla L
FAR-002725,"Bruma Salud Pañal sensitive talla 3, 42 unidades",Máxima absorción y suavidad para la piel del bebé.,Farmacia,Cuidado del bebé,Pañales,Pañal infantil,21.06,No,0,Bruma Salud,PADRE-01014,presentacion,"talla 3, 42 unidades"
FAR-004227,PuntoFarma Espuma limpiadora espuma limpiadora 150ml,Ayuda a controlar el exceso de grasa y las imperfecciones.,Farmacia,Dermocosmética,Antiacné,Gel facial,16.49,Yes,0,PuntoFarma,PADRE-01126,presentacion,espuma limpiadora 150ml
FAR-002715,Farmoderma Oximetazolina spray 15ml,Descongestiona la nariz y facilita la respiración.,Farmacia,Medicamentos sin receta,Descongestionantes,Spray nasal,15.53,Yes,0,Farmoderma,PADRE-00310,presentacion,spray 15ml
FAR-004591,Norvital Xilometazolina spray 15ml,Descongestiona la nariz y facilita la respiración.,Farmacia,Medicamentos sin receta,Descongestionantes,Spray nasal,4.49,Yes,30,Norvital,PADRE-00279,presentacion,spray 15ml
FAR-004068,Farmalia Bicarbonato sobres 250ml,Neutraliza el exceso de ácido estomacal.,Farmacia,Medicamentos sin receta,Antiácidos,Antiácido oral,2.03,Yes,0,Farmalia,PADRE-00170,presentacion,sobres 250ml
FAR-001271,Bruma Salud Toallitas dermo 84 unidades,Limpieza suave y respetuosa con la piel del bebé.,Farmacia,Cuidado del bebé,Toallitas,Toallitas húmedas,6.33,Yes,0,Bruma Salud,PADRE-01084,presentacion,84 unidades
FAR-002586,Farmoderma Solar facial spray SPF50 150ml,Protege la piel frente a la radiación UVA/UVB.,Farmacia,Cuidado personal,Protección solar,Protector solar,16.45,Yes,0,Farmoderma,PADRE-00626,presentacion,spray SPF50 150ml
FAR-000911,Nortfarma Magaldrato suspensión oral 200ml,Neutraliza el exceso de ácido estomacal.,Farmacia,Medicamentos sin receta,Antiácidos,Antiácido oral,3.08,Yes,0,Nortfarma,PADRE-00162,presentacion,suspensión oral 200ml
FAR-004494,Herbolar Magnesio bisglicinato 300mg 30 comprimidos,Contribuye al funcionamiento normal muscular y nervioso.,Farmacia,Vitaminas y suplementos,Magnesio,Magnesio en comprimidos,34.22,Yes,0,Herbolar,PADRE-00487,presentacion,300mg 30 comprimidos
FAR-002387,Cronos Pharma Tobillera de compresión coderas talla M,Proporciona sujeción y compresión en esguinces y molestias musculares.,Farmacia,Ortopedia,Vendajes elásticos,Venda elástica,11.35,Yes,20,Cronos Pharma,PADRE-01171,presentacion,coderas talla M
FAR-000796,Nortfarma Colutorio encías 250ml,Refresca el aliento y complementa el cepillado diario.,Farmacia,Higiene bucal,Enjuague bucal,Colutorio,10.23,No,15,Nortfarma,PADRE-00976,presentacion,250ml
FAR-000145,Vitalnova Omeprazol 20 comprimidos masticables,Neutraliza el exceso de ácido estomacal.,Farmacia,Medicamentos sin receta,Antiácidos,Antiácido oral,10.44,Yes,50,Vitalnova,PADRE-00184,presentacion,20 comprimidos masticables
FAR-002966,Norvital Multivitamínico adultos 30 comprimidos,Complemento alimenticio con vitaminas y minerales esenciales.,Farmacia,Vitaminas y suplementos,Multivitamínicos,Complejo multivitamínico,21.91,No,0,Norvital,PADRE-00381,presentacion,30 comprimidos
FAR-002364,Bienestar Plus Solar deportistas spray SPF50 150ml,Protege la piel frente a la radiación UVA/UVB.,Farmacia,Cuidado personal,Protección solar,Protector solar,19.71,Yes,0,Bienestar Plus,PADRE-00653,presentacion,spray SPF50 150ml
FAR-002511,Vitalnova Gel seborregulador espuma limpiadora 150ml,Ayuda a controlar el exceso de grasa y las imperfecciones.,Farmacia,Dermocosmética,Antiacné,Gel facial,25.19,Yes,0,Vitalnova,PADRE-01121,presentacion,espuma limpiadora 150ml
FAR-002563,Farmalia Venda elástica tobillera talla M,Proporciona sujeción y compresión en esguinces y molestias musculares.,Farmacia,Ortopedia,Vendajes elásticos,Venda elástica,12.02,Yes,0,Farmalia,PADRE-01163,presentacion,tobillera talla M
FAR-003413,Nortfarma Champú fortalecedor 300ml,Limpia el cabello y cuida el cuero cabelludo.,Farmacia,Cuidado personal,Cuidado capilar,Champú,14.25,Yes,0,Nortfarma,PADRE-00681,presentacion,300ml
FAR-000493,MediCare Plus Jarabe seco sin azúcar 150ml,Calma la tos seca e irritativa.,Farmacia,Medicamentos sin receta,Antitusivos,Jarabe para la tos,13.41,Yes,0,MediCare Plus,PADRE-00119,presentacion,sin azúcar 150ml
FAR-004733,Nortfarma Pasta encías blanqueante 100ml,Limpieza diaria y protección frente a la caries.,Farmacia,Higiene bucal,Pasta dental,Pasta dentífrica,11.77,Yes,0,Nortfarma,PADRE-00916,presentacion,blanqueante 100ml
FAR-003028,Bienestar Plus Pasta encías 75ml,Limpieza diaria y protección frente a la caries.,Farmacia,Higiene bucal,Pasta dental,Pasta dentífrica,4.98,Yes,0,Bienestar Plus,PADRE-00929,presentacion,75ml
FAR-003282,Farmalia Ibuprofeno 500mg 16 comprimidos recubiertos,Alivia el dolor leve a moderado y reduce la fiebre.,Farmacia,Medicamentos sin receta,Analgésicos,Analgésico oral,16.10,No,50,Farmalia,PADRE-00022,presentacion,500mg 16 comprimidos recubiertos
FAR-000126,Bienestar Plus Ibuprofeno 400mg 30 cápsulas,Alivia el dolor leve a moderado y reduce la fiebre.,Farmacia,Medicamentos sin receta,Analgésicos,Analgésico oral,13.37,Yes,20,Bienestar Plus,PADRE-00025,presentacion,400mg 30 cápsulas
FAR-000003,Bienestar Plus Vitamina C 1000mg 20 comprimidos efervescentes,Refuerza las defensas y contribuye al sistema inmunitario.,Farmacia,Vitaminas y suplementos,Vitamina C,Vitamina C efervescente,27.08,Yes,0,Bienestar Plus,PADRE-00322,presentacion,1000mg 20 comprimidos efervescentes
FAR-002205,Aliviax Colutorio sin alcohol sin alcohol 500ml,Refresca el aliento y complementa el cepillado diario.,Farmacia,Higiene bucal,Enjuague bucal,Colutorio,7.96,Yes,0,Aliviax,PADRE-00972,presentacion,sin alcohol 500ml
FAR-002617,Bienestar Plus Espuma limpiadora gel 200ml,Ayuda a controlar el exceso de grasa y las imperfecciones.,Farmacia,Dermocosmética,Antiacné,Gel facial,10.79,Yes,0,Bienestar Plus,PADRE-01140,presentacion,gel 200ml
FAR-001312,Vitaxel Rodillera de compresión 10cm x 4m,Proporciona sujeción y compresión en esguinces y molestias musculares.,Farmacia,Ortopedia,Vendajes elásticos,Venda elástica,13.00,No,0,Vitaxel,PADRE-01212,presentacion,10cm x 4m
FAR-003951,Aliviax Toallitas dermo 72 unidades,Limpieza suave y respetuosa con la piel del bebé.,Farmacia,Cuidado del bebé,Toallitas,Toallitas húmedas,12.58,Yes,0,Aliviax,PADRE-01093,presentacion,72 unidades
FAR-001619,Herbolar Vitamina C con zinc goma de mascar 60 unidades,Refuerza las defensas y contribuye al sistema inmunitario.,Farmacia,Vitaminas y suplementos,Vitamina C,Vitamina C efervescente,20.45,Yes,0,Herbolar,PADRE-00338,presentacion,goma de mascar 60 unidades
FAR-002095,MediCare Plus Loción antiimperfecciones espuma limpiadora 150ml,Ayuda a controlar el exceso de grasa y las imperfecciones.,Farmacia,Dermocosmética,Antiacné,Gel facial,27.45,Yes,30,MediCare Plus,PADRE-01146,presentacion,espuma limpiadora 150ml
FAR-002479,Cronos Pharma Suero fisiológico solución salina 100ml,Descongestiona la nariz y facilita la respiración.,Farmacia,Medicamentos sin receta,Descongestionantes,Spray nasal,15.62,Yes,0,Cronos Pharma,PADRE-00258,presentacion,solución salina 100ml
FAR-002365,Bienestar Plus Suero fisiológico infantil spray 15ml,Descongestiona la nariz y facilita la respiración.,Farmacia,Medicamentos sin receta,Descongestionantes,Spray nasal,4.40,Yes,5,Bienestar Plus,PADRE-00259,presentacion,infantil spray 15ml
FAR-003430,PuntoFarma Apósito estándar resistente al agua 15 unidades,Protege heridas leves y favorece la cicatrización.,Farmacia,Primeros auxilios,Vendajes,Apósito adhesivo,14.98,Yes,0,PuntoFarma,PADRE-00781,presentacion,resistente al agua 15 unidades
FAR-004255,Farmalia Xilometazolina spray 20ml,Descongestiona la nariz y facilita la respiración.,Farmacia,Medicamentos sin receta,Descongestionantes,Spray nasal,7.37,No,0,Farmalia,PADRE-00274,presentacion,spray 20ml
FAR-004675,Nortfarma Cetirizina jarabe 150ml,Alivia los síntomas de alergia como estornudos y picor.,Farmacia,Medicamentos sin receta,Antihistamínicos,Antihistamínico oral,6.14,Yes,0,Nortfarma,PADRE-00220,presentacion,jarabe 150ml
FAR-004045,Bruma Salud Hidratante clásica crema intensiva 100ml,Hidrata y nutre la piel seca en profundidad.,Farmacia,Cuidado personal,Cremas hidratantes,Crema corporal,11.23,Yes,40,Bruma Salud,PADRE-00545,presentacion,crema intensiva 100ml
FAR-004394,Cronos Pharma Povidona yodada spray 60ml,Desinfecta heridas superficiales y previene infecciones.,Farmacia,Primeros auxilios,Antisépticos,Antiséptico tópico,8.13,No,0,Cronos Pharma,PADRE-00738,presentacion,spray 60ml
FAR-003479,Farmalia Almagato sobres 250ml,Neutraliza el exceso de ácido estomacal.,Farmacia,Medicamentos sin receta,Antiácidos,Antiácido oral,9.14,Yes,0,Farmalia,PADRE-00142,presentacion,sobres 250ml
FAR-003174,Cronos Pharma Cetirizina 10mg 10 comprimidos,Alivia los síntomas de alergia como estornudos y picor.,Farmacia,Medicamentos sin receta,Antihistamínicos,Antihistamínico oral,12.49,Yes,0,Cronos Pharma,PADRE-00222,presentacion,10mg 10 comprimidos
FAR-003428,Farmalia Toallitas aqua pack 3x72 unidades,Limpieza suave y respetuosa con la piel del bebé.,Farmacia,Cuidado del bebé,Toallitas,Toallitas húmedas,14.27,Yes,0,Farmalia,PADRE-01078,presentacion,pack 3x72 unidades
FAR-003126,Herbolar Naproxeno 600mg 20 comprimidos,Alivia el dolor leve a moderado y reduce la fiebre.,Farmacia,Medicamentos sin receta,Analgésicos,Analgésico oral,13.73,Yes,0,Herbolar,PADRE-00056,presentacion,600mg 20 comprimidos
FAR-001006,Vitalnova Ebastina 10mg 20 comprimidos,Alivia los síntomas de alergia como estornudos y picor.,Farmacia,Medicamentos sin receta,Antihistamínicos,Antihistamínico oral,17.14,No,15,Vitalnova,PADRE-00247,presentacion,10mg 20 comprimidos
FAR-001452,MediCare Plus Xilometazolina spray 15ml,Descongestiona la nariz y facilita la respiración.,Farmacia,Medicamentos sin receta,Descongestionantes,Spray nasal,5.83,Yes,0,MediCare Plus,PADRE-00280,presentacion,spray 15ml
FAR-004052,Bruma Salud Metamizol 400mg 30 cápsulas,Alivia el dolor leve a moderado y reduce la fiebre.,Farmacia,Medicamentos sin receta,Analgésicos,Analgésico oral,3.05,Yes,10,Bruma Salud,PADRE-00064,presentacion,400mg 30 cápsulas
FAR-002955,Farmoderma Pasta sensitive sensitive 75ml,Limpieza diaria y protección frente a la caries.,Farmacia,Higiene bucal,Pasta dental,Pasta dentífrica,9.02,Yes,20,Farmoderma,PADRE-00912,presentacion,sensitive 75ml
FAR-003494,MediCare Plus Ibuprofeno 400mg 30 cápsulas,Alivia el dolor leve a moderado y reduce la fiebre.,Farmacia,Medicamentos sin receta,Analgésicos,Analgésico oral,5.02,Yes,0,MediCare Plus,PADRE-00030,presentacion,400mg 30 cápsulas
FAR-004546,Cronos Pharma Champú anticaída 300ml,Limpia el cabello y cuida el cuero cabelludo.,Farmacia,Cuidado personal,Cuidado capilar,Champú,23.97,Yes,0,Cronos Pharma,PADRE-00719,presentacion,300ml
FAR-003864,MediCare Plus Termómetro frontal 1 unidad,Mide la temperatura corporal de forma rápida y precisa.,Farmacia,Primeros auxilios,Termómetros,Termómetro digital,9.49,Yes,0,MediCare Plus,PADRE-00865,presentacion,1 unidad
FAR-002362,Bienestar Plus Solar deportistas SPF50 crema facial 50ml,Protege la piel frente a la radiación UVA/UVB.,Farmacia,Cuidado personal,Protección solar,Protector solar,10.87,Yes,0,Bienestar Plus,PADRE-00653,presentacion,SPF50 crema facial 50ml
FAR-000859,Botica Real Espuma limpiadora gel 150ml,Ayuda a controlar el exceso de grasa y las imperfecciones.,Farmacia,Dermocosmética,Antiacné,Gel facial,9.03,Yes,0,Botica Real,PADRE-01134,presentacion,gel 150ml
FAR-000614,"Herbolar Pañal active dry talla 3, 42 unidades",Máxima absorción y suavidad para la piel del bebé.,Farmacia,Cuidado del bebé,Pañales,Pañal infantil,21.21,Yes,5,Herbolar,PADRE-01027,presentacion,"talla 3, 42 unidades"
FAR-001891,Herbolar Venda elástica muñequera talla L,Proporciona sujeción y compresión en esguinces y molestias musculares.,Farmacia,Ortopedia,Vendajes elásticos,Venda elástica,9.19,Yes,0,Herbolar,PADRE-01170,presentacion,muñequera talla L
FAR-004790,Vitalnova Loción antiimperfecciones espuma limpiadora 150ml,Ayuda a controlar el exceso de grasa y las imperfecciones.,Farmacia,Dermocosmética,Antiacné,Gel facial,18.81,Yes,0,Vitalnova,PADRE-01152,presentacion,espuma limpiadora 150ml
FAR-004735,Vitalnova Agua oxigenada spray 60ml,Desinfecta heridas superficiales y previene infecciones.,Farmacia,Primeros auxilios,Antisépticos,Antiséptico tópico,4.43,Yes,5,Vitalnova,PADRE-00753,presentacion,spray 60ml
FAR-004117,Vitaxel Pasta sensitive 75ml,Limpieza diaria y protección frente a la caries.,Farmacia,Higiene bucal,Pasta dental,Pasta dentífrica,2.17,No,0,Vitaxel,PADRE-00915,presentacion,75ml
FAR-001440,"Bienestar Plus Pañal aqua pure talla 5, 34 unidades",Máxima absorción y suavidad para la piel del bebé.,Farmacia,Cuidado del bebé,Pañales,Pañal infantil,14.12,Yes,0,Bienestar Plus,PADRE-01036,presentacion,"talla 5, 34 unidades"
FAR-000089,Bruma Salud Jarabe pectoral 120ml,Calma la tos seca e irritativa.,Farmacia,Medicamentos sin receta,Antitusivos,Jarabe para la tos,15.13,No,40,Bruma Salud,PADRE-00122,presentacion,120ml
FAR-003763,Bruma Salud Solar deportistas SPF50 crema facial 50ml,Protege la piel frente a la radiación UVA/UVB.,Farmacia,Cuidado personal,Protección solar,Protector solar,13.94,Yes,0,Bruma Salud,PADRE-00652,presentacion,SPF50 crema facial 50ml
FAR-004653,Vitalnova Povidona yodada toallitas 20 unidades,Desinfecta heridas superficiales y previene infecciones.,Farmacia,Primeros auxilios,Antisépticos,Antiséptico tópico,3.62,Yes,5,Vitalnova,PADRE-00749,presentacion,toallitas 20 unidades
FAR-000826,Bienestar Plus Colutorio clásico 500ml,Refresca el aliento y complementa el cepillado diario.,Farmacia,Higiene bucal,Enjuague bucal,Colutorio,2.15,Yes,0,Bienestar Plus,PADRE-00956,presentacion,500ml
FAR-001366,PuntoFarma Colutorio blanqueante 250ml,Refresca el aliento y complementa el cepillado diario.,Farmacia,Higiene bucal,Enjuague bucal,Colutorio,5.24,Yes,0,PuntoFarma,PADRE-00994,presentacion,250ml
FAR-000548,PuntoFarma Apósito resistente al agua caja 20 unidades,Protege heridas leves y favorece la cicatrización.,Farmacia,Primeros auxilios,Vendajes,Apósito adhesivo,10.77,Yes,40,PuntoFarma,PADRE-00810,presentacion,caja 20 unidades
FAR-000408,PuntoFarma Hidratante piel atópica loción 250ml,Hidrata y nutre la piel seca en profundidad.,Farmacia,Cuidado personal,Cremas hidratantes,Crema corporal,12.58,Yes,25,PuntoFarma,PADRE-00571,presentacion,loción 250ml
FAR-000335,Norvital Jarabe pectoral infantil 100ml,Calma la tos seca e irritativa.,Farmacia,Medicamentos sin receta,Antitusivos,Jarabe para la tos,10.19,Yes,0,Norvital,PADRE-00132,presentacion,infantil 100ml
FAR-003564,PuntoFarma Toallitas dermo 84 unidades,Limpieza suave y respetuosa con la piel del bebé.,Farmacia,Cuidado del bebé,Toallitas,Toallitas húmedas,8.43,Yes,0,PuntoFarma,PADRE-01088,presentacion,84 unidades
FAR-002201,Salutia Magnesio bisglicinato 300mg 30 comprimidos,Contribuye al funcionamiento normal muscular y nervioso.,Farmacia,Vitaminas y suplementos,Magnesio,Magnesio en comprimidos,33.30,Yes,0,Salutia,PADRE-00494,presentacion,300mg 30 comprimidos
FAR-004907,Herbolar Colutorio blanqueante 250ml,Refresca el aliento y complementa el cepillado diario.,Farmacia,Higiene bucal,Enjuague bucal,Colutorio,7.50,Yes,0,Herbolar,PADRE-01005,presentacion,250ml
FAR-000154,MediCare Plus Hidratante piel atópica crema 400ml,Hidrata y nutre la piel seca en profundidad.,Farmacia,Cuidado personal,Cremas hidratantes,Crema corporal,15.93,Yes,0,MediCare Plus,PADRE-00582,presentacion,crema 400ml
FAR-001235,Herbolar Termómetro frontal flexible 1 unidad,Mide la temperatura corporal de forma rápida y precisa.,Farmacia,Primeros auxilios,Termómetros,Termómetro digital,14.79,Yes,0,Herbolar,PADRE-00863,presentacion,flexible 1 unidad
FAR-003675,MediCare Plus Espuma limpiadora gel 200ml,Ayuda a controlar el exceso de grasa y las imperfecciones.,Farmacia,Dermocosmética,Antiacné,Gel facial,16.09,Yes,0,MediCare Plus,PADRE-01129,presentacion,gel 200ml
FAR-003221,Norvital Termómetro digital 1 unidad,Mide la temperatura corporal de forma rápida y precisa.,Farmacia,Primeros auxilios,Termómetros,Termómetro digital,13.05,Yes,0,Norvital,PADRE-00842,presentacion,1 unidad
FAR-004595,Farmalia Alcohol 70% spray 60ml,Desinfecta heridas superficiales y previene infecciones.,Farmacia,Primeros auxilios,Antisépticos,Antiséptico tópico,10.51,Yes,0,Farmalia,PADRE-00774,presentacion,spray 60ml
FAR-001019,Norvital Toallitas sensitive pack 3x72 unidades,Limpieza suave y respetuosa con la piel del bebé.,Farmacia,Cuidado del bebé,Toallitas,Toallitas húmedas,6.80,Yes,0,Norvital,PADRE-01059,presentacion,pack 3x72 unidades
FAR-002939,Bruma Salud Termómetro digital flexible 1 unidad,Mide la temperatura corporal de forma rápida y precisa.,Farmacia,Primeros auxilios,Termómetros,Termómetro digital,4.57,Yes,0,Bruma Salud,PADRE-00854,presentacion,flexible 1 unidad
FAR-001637,Botica Real Cetirizina 10mg 20 comprimidos,Alivia los síntomas de alergia como estornudos y picor.,Farmacia,Medicamentos sin receta,Antihistamínicos,Antihistamínico oral,2.26,No,0,Botica Real,PADRE-00213,presentacion,10mg 20 comprimidos
FAR-002984,Norvital Jarabe balsámico infantil 100ml,Calma la tos seca e irritativa.,Farmacia,Medicamentos sin receta,Antitusivos,Jarabe para la tos,5.57,Yes,0,Norvital,PADRE-00089,presentacion,infantil 100ml
FAR-003388,MediCare Plus Venda elástica tobillera talla M,Proporciona sujeción y compresión en esguinces y molestias musculares.,Farmacia,Ortopedia,Vendajes elásticos,Venda elástica,11.52,No,0,MediCare Plus,PADRE-01160,presentacion,tobillera talla M
FAR-000429,Salutia Champú fortalecedor 400ml,Limpia el cabello y cuida el cuero cabelludo.,Farmacia,Cuidado personal,Cuidado capilar,Champú,8.86,Yes,0,Salutia,PADRE-00677,presentacion,400ml
FAR-003699,Salutia Gel seborregulador loción 100ml,Ayuda a controlar el exceso de grasa y las imperfecciones.,Farmacia,Dermocosmética,Antiacné,Gel facial,14.48,Yes,50,Salutia,PADRE-01115,presentacion,loción 100ml
FAR-004046,Bruma Salud Hidratante clásica loción 250ml,Hidrata y nutre la piel seca en profundidad.,Farmacia,Cuidado personal,Cremas hidratantes,Crema corporal,24.10,Yes,0,Bruma Salud,PADRE-00545,presentacion,loción 250ml
FAR-000088,Aliviax Bicarbonato suspensión oral 200ml,Neutraliza el exceso de ácido estomacal.,Farmacia,Medicamentos sin receta,Antiácidos,Antiácido oral,6.97,Yes,0,Aliviax,PADRE-00168,presentacion,suspensión oral 200ml
FAR-003417,Herbolar Hidratante clásica loción 250ml,Hidrata y nutre la piel seca en profundidad.,Farmacia,Cuidado personal,Cremas hidratantes,Crema corporal,6.43,No,0,Herbolar,PADRE-00547,presentacion,loción 250ml
FAR-001034,PuntoFarma Multivitamínico adultos gotas 30ml,Complemento alimenticio con vitaminas y minerales esenciales.,Farmacia,Vitaminas y suplementos,Multivitamínicos,Complejo multivitamínico,8.06,Yes,25,PuntoFarma,PADRE-00383,presentacion,gotas 30ml
FAR-001423,PuntoFarma Champú suave 300ml,Limpia el cabello y cuida el cuero cabelludo.,Farmacia,Cuidado personal,Cuidado capilar,Champú,14.14,No,50,PuntoFarma,PADRE-00693,presentacion,300ml
FAR-001001,Salutia Vitamina C liposomal 1000mg 10 sobres,Refuerza las defensas y contribuye al sistema inmunitario.,Farmacia,Vitaminas y suplementos,Vitamina C,Vitamina C efervescente,5.64,Yes,0,Salutia,PADRE-00348,presentacion,1000mg 10 sobres
FAR-002791,PuntoFarma Toallitas sensitive pack 3x72 unidades,Limpieza suave y respetuosa con la piel del bebé.,Farmacia,Cuidado del bebé,Toallitas,Toallitas húmedas,12.76,Yes,0,PuntoFarma,PADRE-01055,presentacion,pack 3x72 unidades
FAR-001918,Nortfarma Hidratante intensiva crema intensiva 100ml,Hidrata y nutre la piel seca en profundidad.,Farmacia,Cuidado personal,Cremas hidratantes,Crema corporal,21.39,Yes,0,Nortfarma,PADRE-00561,presentacion,crema intensiva 100ml
FAR-004171,Vitalnova Champú fortalecedor 300ml,Limpia el cabello y cuida el cuero cabelludo.,Farmacia,Cuidado personal,Cuidado capilar,Champú,7.36,No,0,Vitalnova,PADRE-00682,presentacion,300ml
FAR-002512,Farmalia Colutorio clásico 250ml,Refresca el aliento y complementa el cepillado diario.,Farmacia,Higiene bucal,Enjuague bucal,Colutorio,5.16,Yes,0,Farmalia,PADRE-00957,presentacion,250ml
FAR-004605,Herbolar Magaldrato suspensión oral 200ml,Neutraliza el exceso de ácido estomacal.,Farmacia,Medicamentos sin receta,Antiácidos,Antiácido oral,3.13,No,0,Herbolar,PADRE-00164,presentacion,suspensión oral 200ml
FAR-000589,Bienestar Plus Jarabe pectoral 120ml,Calma la tos seca e irritativa.,Farmacia,Medicamentos sin receta,Antitusivos,Jarabe para la tos,13.85,No,0,Bienestar Plus,PADRE-00134,presentacion,120ml
FAR-001029,Bienestar Plus Hidratante urea loción 250ml,Hidrata y nutre la piel seca en profundidad.,Farmacia,Cuidado personal,Cremas hidratantes,Crema corporal,15.10,Yes,0,Bienestar Plus,PADRE-00587,presentacion,loción 250ml
FAR-000398,Nortfarma Xilometazolina infantil spray 15ml,Descongestiona la nariz y facilita la respiración.,Farmacia,Medicamentos sin receta,Descongestionantes,Spray nasal,17.04,Yes,0,Nortfarma,PADRE-00275,presentacion,infantil spray 15ml
FAR-004784,Bienestar Plus Jarabe balsámico 200ml,Calma la tos seca e irritativa.,Farmacia,Medicamentos sin receta,Antitusivos,Jarabe para la tos,2.76,Yes,0,Bienestar Plus,PADRE-00079,presentacion,200ml
