sku,nombre,descripcion,categoria_nivel1,categoria_nivel2,categoria_nivel3,categoria_nivel4,precio,stock,descuento,marca
ROP-000445,Camiseta básica algodón manga corta blanca,"Camiseta de algodón 100% suave y transpirable, ideal para el día a día.",Ropa,Hombre,Camisetas,Camiseta manga corta,13.80,Yes,0,SolTejido
ELE-000048,Secador iónico profesional,Secador con tecnología iónica que reduce el encrespamiento del cabello.,Electrodomésticos,Cuidado personal,Secadores de pelo,Secador iónico,1273.46,Yes,0,Vitalux
JOY-000145,Pendientes de perla clásicos,"Pendientes elegantes con perla natural, acabado delicado y atemporal.",Joyería,Pendientes,Pendientes de perla,Pendientes de perla,819.00,Yes,60,Esencia de Oro
JOY-000141,Cadena fina de oro 18k,"Cadena de oro de acabado fino, ideal para uso diario o combinar con colgantes.",Joyería,Collares,Collares de oro,Cadena fina,671.55,Yes,10,Brillo Eterno
ROP-000485,Sudadera sin capucha oversize,"Sudadera básica sin capucha, cómoda y versátil para combinar con cualquier look.",Ropa,Mujer,Sudaderas,Sudadera sin capucha,17.94,Yes,60,Estilo Urbano
ALI-000156,Lasaña congelada de verduras,"Plato preparado listo en minutos, ideal para el día a día.",Alimentación,Congelados,Platos preparados,Lasaña congelada,3.17,No,10,Cesta Rústica
ELE-000116,Robot aspirador con mopa,Robot inteligente que limpia y friega de forma autónoma.,Electrodomésticos,Limpieza,Robots aspiradores,Robot aspirador,1300.05,Yes,0,Domus Pro
ROP-000557,Bufanda de lana gris,"Bufanda cálida tejida en lana suave, ideal para el invierno.",Ropa,Accesorios,Bufandas,Bufanda de lana,99.16,Yes,0,Prenda Libre
ROP-000651,Sujetador con aros blanco,Sujetador con aros que proporciona sujeción y buen levantamiento.,Ropa,Mujer,Lencería,Sujetador con aros,156.27,Yes,50,NordVía
ALI-000463,Tomates ecológicos,"Verdura fresca de cultivo controlado, ideal para ensaladas y cocinar.",Alimentación,Frutas y verduras,Verduras frescas,Tomates,0.74,Yes,0,Huerta Real
ALI-000477,Croissant de mantequilla,"Bollería horneada con receta tradicional, textura hojaldrada.",Alimentación,Panadería,Bollería,Croissant,16.33,Yes,0,Punto Sabor
ELE-000065,Robot aspirador autovaciado,Robot inteligente que limpia y friega de forma autónoma.,Electrodomésticos,Limpieza,Robots aspiradores,Robot aspirador,378.68,Yes,5,Vitalux
ROP-000415,Sudadera con capucha gris jaspeada,"Sudadera cómoda con capucha y bolsillo canguro, ideal para el día a día.",Ropa,Mujer,Sudaderas,Sudadera con capucha,157.56,No,0,NordVía
ALI-000442,Queso curado mezcla,"Queso elaborado con leche seleccionada, curación tradicional y sabor intenso.",Alimentación,Lácteos,Quesos,Queso curado,16.36,Yes,0,Campo Fresco
ROP-000001,Abrigo de invierno infantil reversible,Abrigo cálido y resistente pensado para los meses más fríos.,Ropa,Niños,Abrigos,Abrigo de invierno,133.59,No,50,SolTejido
ELE-000076,Batidora de mano multivelocidad,"Batidora versátil pensada para triturar, batir y emulsionar.",Electrodomésticos,Pequeño electrodoméstico,Batidoras,Batidora de mano,1305.18,Yes,0,NordLine
ELE-000314,Cafetera de cápsulas compacta,Cafetera práctica que prepara café de calidad en segundos.,Electrodomésticos,Pequeño electrodoméstico,Cafeteras,Cafetera de cápsulas,416.03,Yes,30,Confort Total
ROP-000070,Camiseta infantil estampada rayas,Camiseta infantil de algodón suave con estampado divertido.,Ropa,Niños,Camisetas,Camiseta estampada,8.87,Yes,70,Modaline
ALI-000196,Croissant mini pack,"Bollería horneada con receta tradicional, textura hojaldrada.",Alimentación,Panadería,Bollería,Croissant,12.71,Yes,0,Campo Fresco
ELE-000056,Aire acondicionado Split 1x1 wifi,Equipo de climatización eficiente con control de temperatura preciso.,Electrodomésticos,Climatización,Aire acondicionado,Split 1x1,645.59,Yes,0,Domus Pro
ROP-000629,Bota de invierno antideslizante,"Bota resistente al agua con suela antideslizante, pensada para el frío.",Ropa,Calzado,Botas,Bota de invierno,8.10,Yes,0,Modaline
JOY-000186,Collar con colgante corazón,"Collar de plata con acabado brillante, diseño delicado y atemporal.",Joyería,Collares,Collares de plata,Collar con colgante,1186.39,No,5,Joyas del Valle
ELE-000017,Batidora de mano multivelocidad,"Batidora versátil pensada para triturar, batir y emulsionar.",Electrodomésticos,Pequeño electrodoméstico,Batidoras,Batidora de mano,1111.19,Yes,50,HogarTech
ALI-000588,Helado de vainilla sin lactosa,"Helado cremoso elaborado con vainilla natural, textura suave.",Alimentación,Congelados,Helados,Helado de vainilla,21.93,Yes,0,Grano de Oro
ALI-000090,Manzanas Royal Gala,"Fruta fresca de temporada, seleccionada por tamaño y calidad.",Alimentación,Frutas y verduras,Frutas frescas,Manzanas,14.83,Yes,0,Sabores del Sur
ROP-000421,Sudadera sin capucha con logo bordado,"Sudadera básica sin capucha, cómoda y versátil para combinar con cualquier look.",Ropa,Mujer,Sudaderas,Sudadera sin capucha,90.73,No,0,TrazoBlue
ROP-000167,Camiseta infantil estampada rayas,Camiseta infantil de algodón suave con estampado divertido.,Ropa,Niños,Camisetas,Camiseta estampada,34.58,No,0,Alta Fibra
ALI-000526,Tomates cherry,"Verdura fresca de cultivo controlado, ideal para ensaladas y cocinar.",Alimentación,Frutas y verduras,Verduras frescas,Tomates,14.97,Yes,0,La Espiga Dorada
ROP-000118,Pantalón vaquero slim fit,Pantalón vaquero de algodón resistente con corte cómodo.,Ropa,Hombre,Pantalones,Pantalón vaquero,193.60,Yes,0,Prenda Libre
ROP-000555,Gorro de punto térmico,Gorro tejido que abriga sin renunciar al estilo.,Ropa,Accesorios,Gorros,Gorro de punto,177.22,Yes,0,TrazoBlue
ROP-000541,Bota de invierno alta,"Bota resistente al agua con suela antideslizante, pensada para el frío.",Ropa,Calzado,Botas,Bota de invierno,83.99,Yes,50,Hilo & Forma
ALI-000116,Lasaña congelada de carne,"Plato preparado listo en minutos, ideal para el día a día.",Alimentación,Congelados,Platos preparados,Lasaña congelada,9.24,Yes,0,Campo Fresco
ROP-000100,Bufanda de lana unisex,"Bufanda cálida tejida en lana suave, ideal para el invierno.",Ropa,Accesorios,Bufandas,Bufanda de lana,110.92,Yes,25,NordVía
ELE-000108,Robot aspirador con mopa,Robot inteligente que limpia y friega de forma autónoma.,Electrodomésticos,Limpieza,Robots aspiradores,Robot aspirador,1095.60,Yes,60,Electra Norte
JOY-000012,Pendientes de aro grandes,"Pendientes ligeros de plata con acabado brillante, fáciles de combinar.",Joyería,Pendientes,Pendientes de plata,Pendientes de aro,1181.82,Yes,0,Joyas del Valle
ROP-000451,Camiseta básica algodón manga corta azul marino,"Camiseta de algodón 100% suave y transpirable, ideal para el día a día.",Ropa,Hombre,Camisetas,Camiseta manga corta,116.22,Yes,0,Vestir Norte
ELE-000016,Robot aspirador compacto,Robot inteligente que limpia y friega de forma autónoma.,Electrodomésticos,Limpieza,Robots aspiradores,Robot aspirador,798.27,No,50,Vitalux
ALI-000078,Croissant mini pack,"Bollería horneada con receta tradicional, textura hojaldrada.",Alimentación,Panadería,Bollería,Croissant,7.70,Yes,0,Sabores del Sur
ROP-000053,Bufanda de lana a cuadros,"Bufanda cálida tejida en lana suave, ideal para el invierno.",Ropa,Accesorios,Bufandas,Bufanda de lana,44.54,Yes,0,Alta Fibra
ALI-000069,Zumo de naranja 1L,"Zumo elaborado a partir de naranjas seleccionadas, sin azúcares añadidos.",Alimentación,Bebidas,Zumos,Zumo de naranja,28.49,No,0,Sabor Norte
ALI-000650,Pan integral sin corteza,"Pan de miga suave elaborado con harina integral, fuente de fibra.",Alimentación,Panadería,Pan de molde,Pan integral,16.50,Yes,30,La Tahona Azul
ROP-000426,Bufanda de lana unisex,"Bufanda cálida tejida en lana suave, ideal para el invierno.",Ropa,Accesorios,Bufandas,Bufanda de lana,172.07,No,30,Alta Fibra
ALI-000579,Queso curado añejo,"Queso elaborado con leche seleccionada, curación tradicional y sabor intenso.",Alimentación,Lácteos,Quesos,Queso curado,19.60,Yes,0,La Espiga Dorada
ROP-000308,Bota de invierno de cordones,"Bota resistente al agua con suela antideslizante, pensada para el frío.",Ropa,Calzado,Botas,Bota de invierno,44.61,Yes,20,Prenda Libre
JOY-000087,Collar con colgante corazón,"Collar de plata con acabado brillante, diseño delicado y atemporal.",Joyería,Collares,Collares de plata,Collar con colgante,1669.38,Yes,0,Orfebre Real
ALI-000066,Refresco de cola zero cafeína,"Bebida refrescante carbonatada, ideal para acompañar comidas o disfrutar fría.",Alimentación,Bebidas,Refrescos,Refresco de cola,10.70,Yes,0,Sabores del Sur
ROP-000196,Bufanda de lana de punto grueso,"Bufanda cálida tejida en lana suave, ideal para el invierno.",Ropa,Accesorios,Bufandas,Bufanda de lana,154.88,Yes,0,Hilo & Forma
ALI-000034,Refresco de cola original,"Bebida refrescante carbonatada, ideal para acompañar comidas o disfrutar fría.",Alimentación,Bebidas,Refrescos,Refresco de cola,21.98,Yes,0,Sabores del Sur
ELE-000249,Horno eléctrico de sobremesa,Horno con distribución uniforme del calor y múltiples funciones de cocinado.,Electrodomésticos,Cocina,Hornos,Horno eléctrico,760.32,Yes,0,CocinaSmart
ALI-000124,Helado de vainilla tarrina 1L,"Helado cremoso elaborado con vainilla natural, textura suave.",Alimentación,Congelados,Helados,Helado de vainilla,28.82,Yes,20,Verde Cosecha
ALI-000099,Lasaña congelada de carne,"Plato preparado listo en minutos, ideal para el día a día.",Alimentación,Congelados,Platos preparados,Lasaña congelada,1.26,Yes,40,Verde Cosecha
ELE-000162,Secador iónico 2000W,Secador con tecnología iónica que reduce el encrespamiento del cabello.,Electrodomésticos,Cuidado personal,Secadores de pelo,Secador iónico,605.13,Yes,0,Domus Pro
ROP-000442,Sujetador con aros negro,Sujetador con aros que proporciona sujeción y buen levantamiento.,Ropa,Mujer,Lencería,Sujetador con aros,136.63,Yes,70,SolTejido
ROP-000556,Blusa manga larga con lazo,"Blusa ligera de tacto suave, versátil para looks casuales o de oficina.",Ropa,Mujer,Camisas,Blusa manga larga,160.95,Yes,0,TelaViva
ROP-000142,Vestido largo estampado floral,"Vestido de corte fluido, tejido ligero y caída favorecedora.",Ropa,Mujer,Vestidos,Vestido largo,72.85,Yes,0,Modaline
ROP-000576,Sudadera sin capucha oversize,"Sudadera básica sin capucha, cómoda y versátil para combinar con cualquier look.",Ropa,Mujer,Sudaderas,Sudadera sin capucha,6.54,Yes,0,Modaline
ROP-000356,Blusa manga larga con lazo,"Blusa ligera de tacto suave, versátil para looks casuales o de oficina.",Ropa,Mujer,Camisas,Blusa manga larga,125.73,Yes,0,TelaViva
ELE-000137,Secador iónico profesional,Secador con tecnología iónica que reduce el encrespamiento del cabello.,Electrodomésticos,Cuidado personal,Secadores de pelo,Secador iónico,182.79,Yes,0,Electra Norte
ALI-000523,Manzanas ecológicas,"Fruta fresca de temporada, seleccionada por tamaño y calidad.",Alimentación,Frutas y verduras,Frutas frescas,Manzanas,10.97,Yes,15,Sabores del Sur
ALI-000531,Refresco de cola sabor lima,"Bebida refrescante carbonatada, ideal para acompañar comidas o disfrutar fría.",Alimentación,Bebidas,Refrescos,Refresco de cola,10.02,No,40,Delicia Natural
ALI-000408,Lasaña congelada individual,"Plato preparado listo en minutos, ideal para el día a día.",Alimentación,Congelados,Platos preparados,Lasaña congelada,14.78,Yes,0,Delicia Natural
JOY-000153,Pendientes de aro minimalistas,"Pendientes ligeros de plata con acabado brillante, fáciles de combinar.",Joyería,Pendientes,Pendientes de plata,Pendientes de aro,1607.60,No,0,Aurea Diseño
JOY-000062,Pendientes de aro grandes,"Pendientes ligeros de plata con acabado brillante, fáciles de combinar.",Joyería,Pendientes,Pendientes de plata,Pendientes de aro,930.82,Yes,0,Reflejo Fino
ELE-000195,Batidora de mano multivelocidad,"Batidora versátil pensada para triturar, batir y emulsionar.",Electrodomésticos,Pequeño electrodoméstico,Batidoras,Batidora de mano,403.08,No,0,Electra Norte
ROP-000530,Bota de invierno con forro polar,"Bota resistente al agua con suela antideslizante, pensada para el frío.",Ropa,Calzado,Botas,Bota de invierno,138.82,Yes,0,Prenda Libre
ROP-000260,Blusa manga larga oversize,"Blusa ligera de tacto suave, versátil para looks casuales o de oficina.",Ropa,Mujer,Camisas,Blusa manga larga,134.19,Yes,0,Alta Fibra
ALI-000658,Queso curado de oveja,"Queso elaborado con leche seleccionada, curación tradicional y sabor intenso.",Alimentación,Lácteos,Quesos,Queso curado,7.91,Yes,50,Cesta Rústica
ALI-000378,Pan integral sin corteza,"Pan de miga suave elaborado con harina integral, fuente de fibra.",Alimentación,Panadería,Pan de molde,Pan integral,7.29,Yes,0,Grano de Oro
ALI-000440,Manzanas de temporada,"Fruta fresca de temporada, seleccionada por tamaño y calidad.",Alimentación,Frutas y verduras,Frutas frescas,Manzanas,15.41,Yes,40,La Tahona Azul
ROP-000214,Sudadera con capucha negra,"Sudadera cómoda con capucha y bolsillo canguro, ideal para el día a día.",Ropa,Mujer,Sudaderas,Sudadera con capucha,129.92,Yes,0,UrbanCotto
ROP-000040,Bufanda de lana unisex,"Bufanda cálida tejida en lana suave, ideal para el invierno.",Ropa,Accesorios,Bufandas,Bufanda de lana,135.58,Yes,0,Modaline
ALI-000643,Yogur natural con bífidus,Yogur cremoso elaborado con leche fresca y fermentos activos.,Alimentación,Lácteos,Yogures,Yogur natural,4.47,Yes,0,La Tahona Azul
ALI-000140,Yogur natural desnatado,Yogur cremoso elaborado con leche fresca y fermentos activos.,Alimentación,Lácteos,Yogures,Yogur natural,6.50,Yes,50,Huerta Real
ALI-000288,Refresco de cola zero cafeína,"Bebida refrescante carbonatada, ideal para acompañar comidas o disfrutar fría.",Alimentación,Bebidas,Refrescos,Refresco de cola,9.47,Yes,20,La Espiga Dorada
ALI-000045,Helado de vainilla bajo en azúcar,"Helado cremoso elaborado con vainilla natural, textura suave.",Alimentación,Congelados,Helados,Helado de vainilla,28.07,Yes,20,Grano de Oro
ROP-000634,Sujetador con aros negro,Sujetador con aros que proporciona sujeción y buen levantamiento.,Ropa,Mujer,Lencería,Sujetador con aros,95.23,No,0,NordVía
ALI-000534,Lasaña congelada de verduras,"Plato preparado listo en minutos, ideal para el día a día.",Alimentación,Congelados,Platos preparados,Lasaña congelada,22.00,No,40,La Espiga Dorada
ALI-000672,Zumo de naranja pack 6 unidades,"Zumo elaborado a partir de naranjas seleccionadas, sin azúcares añadidos.",Alimentación,Bebidas,Zumos,Zumo de naranja,28.47,Yes,60,Sabor Norte
ALI-000503,Zumo de naranja 1L,"Zumo elaborado a partir de naranjas seleccionadas, sin azúcares añadidos.",Alimentación,Bebidas,Zumos,Zumo de naranja,7.39,No,0,Delicia Natural
ROP-000375,Pantalón vaquero recto,Pantalón vaquero de algodón resistente con corte cómodo.,Ropa,Hombre,Pantalones,Pantalón vaquero,92.44,No,0,Modaline
ALI-000181,Zumo de naranja sin pulpa,"Zumo elaborado a partir de naranjas seleccionadas, sin azúcares añadidos.",Alimentación,Bebidas,Zumos,Zumo de naranja,13.62,Yes,0,Nutrivida
ELE-000033,Aspiradora sin cable 2 en 1,"Aspiradora inalámbrica de fácil manejo, ideal para limpiezas rápidas.",Electrodomésticos,Limpieza,Aspiradoras,Aspiradora sin cable,61.36,Yes,10,CocinaSmart
ALI-000613,Refresco de cola light,"Bebida refrescante carbonatada, ideal para acompañar comidas o disfrutar fría.",Alimentación,Bebidas,Refrescos,Refresco de cola,18.47,Yes,20,Campo Fresco
JOY-000037,Cadena fina de oro delicada,"Cadena de oro de acabado fino, ideal para uso diario o combinar con colgantes.",Joyería,Collares,Collares de oro,Cadena fina,1109.47,Yes,15,Orfebre Real
ELE-000179,Secador iónico con difusor,Secador con tecnología iónica que reduce el encrespamiento del cabello.,Electrodomésticos,Cuidado personal,Secadores de pelo,Secador iónico,385.51,No,0,CocinaSmart
ROP-000148,Blusa manga larga con lazo,"Blusa ligera de tacto suave, versátil para looks casuales o de oficina.",Ropa,Mujer,Camisas,Blusa manga larga,82.71,Yes,15,NordVía
ELE-000203,Robot aspirador navegación láser,Robot inteligente que limpia y friega de forma autónoma.,Electrodomésticos,Limpieza,Robots aspiradores,Robot aspirador,958.77,Yes,20,Impulso Hogar
ROP-000658,Camiseta infantil estampada rayas,Camiseta infantil de algodón suave con estampado divertido.,Ropa,Niños,Camisetas,Camiseta estampada,42.53,Yes,0,SolTejido
ALI-000276,Zumo de naranja 1L,"Zumo elaborado a partir de naranjas seleccionadas, sin azúcares añadidos.",Alimentación,Bebidas,Zumos,Zumo de naranja,19.66,Yes,0,Grano de Oro
ROP-000540,Blusa manga larga oversize,"Blusa ligera de tacto suave, versátil para looks casuales o de oficina.",Ropa,Mujer,Camisas,Blusa manga larga,6.14,Yes,0,UrbanCotto
ELE-000014,Aire acondicionado Split 1x1 bajo consumo,Equipo de climatización eficiente con control de temperatura preciso.,Electrodomésticos,Climatización,Aire acondicionado,Split 1x1,1409.95,Yes,0,CasaFácil
ALI-000583,Tomates de huerta,"Verdura fresca de cultivo controlado, ideal para ensaladas y cocinar.",Alimentación,Frutas y verduras,Verduras frescas,Tomates,8.84,Yes,0,Verde Cosecha
ROP-000198,Bota de invierno alta,"Bota resistente al agua con suela antideslizante, pensada para el frío.",Ropa,Calzado,Botas,Bota de invierno,162.45,Yes,0,Estilo Urbano
ELE-000155,Frigorífico combi acero inoxidable,Frigorífico de gran capacidad con tecnología de enfriamiento eficiente.,Electrodomésticos,Cocina,Frigoríficos,Frigorífico combi,581.06,Yes,0,Domus Pro
ALI-000566,Lasaña congelada individual,"Plato preparado listo en minutos, ideal para el día a día.",Alimentación,Congelados,Platos preparados,Lasaña congelada,18.74,Yes,0,La Espiga Dorada
ROP-000462,Camiseta infantil estampada unicornios,Camiseta infantil de algodón suave con estampado divertido.,Ropa,Niños,Camisetas,Camiseta estampada,95.18,Yes,25,Modaline
ROP-000554,Bota de invierno con forro polar,"Bota resistente al agua con suela antideslizante, pensada para el frío.",Ropa,Calzado,Botas,Bota de invierno,47.84,No,0,Estilo Urbano
ELE-000277,Depiladora eléctrica resistente al agua,"Depiladora eficaz de uso doméstico, ligera y fácil de manejar.",Electrodomésticos,Cuidado personal,Depiladoras,Depiladora eléctrica,1089.63,Yes,0,NordLine
ALI-000122,Croissant sin gluten,"Bollería horneada con receta tradicional, textura hojaldrada.",Alimentación,Panadería,Bollería,Croissant,23.83,Yes,0,Verde Cosecha
ELE-000131,Ventilador de torre silencioso,Ventilador de diseño compacto con distintas velocidades de ventilación.,Electrodomésticos,Climatización,Ventiladores,Ventilador de torre,551.42,Yes,0,CasaFácil
ALI-000574,Zumo de naranja sin pulpa,"Zumo elaborado a partir de naranjas seleccionadas, sin azúcares añadidos.",Alimentación,Bebidas,Zumos,Zumo de naranja,11.37,Yes,0,Delicia Natural
ELE-000054,Robot aspirador wifi,Robot inteligente que limpia y friega de forma autónoma.,Electrodomésticos,Limpieza,Robots aspiradores,Robot aspirador,388.47,Yes,0,CasaFácil
ROP-000510,Blusa manga larga lisa blanca,"Blusa ligera de tacto suave, versátil para looks casuales o de oficina.",Ropa,Mujer,Camisas,Blusa manga larga,148.69,Yes,60,Modaline
ELE-000170,Cafetera de cápsulas compacta,Cafetera práctica que prepara café de calidad en segundos.,Electrodomésticos,Pequeño electrodoméstico,Cafeteras,Cafetera de cápsulas,1248.16,Yes,0,Impulso Hogar
ALI-000095,Refresco de cola light,"Bebida refrescante carbonatada, ideal para acompañar comidas o disfrutar fría.",Alimentación,Bebidas,Refrescos,Refresco de cola,22.60,Yes,20,Huerta Real
JOY-000010,Pulsera de eslabones con dije,Pulsera de plata con eslabones resistentes y acabado pulido.,Joyería,Pulseras,Pulseras de plata,Pulsera de eslabones,145.74,Yes,0,Metal Noble
ROP-000283,Camiseta básica algodón manga corta azul marino,"Camiseta de algodón 100% suave y transpirable, ideal para el día a día.",Ropa,Hombre,Camisetas,Camiseta manga corta,15.24,Yes,0,NordVía
JOY-000120,Pulsera de eslabones gruesa,Pulsera de plata con eslabones resistentes y acabado pulido.,Joyería,Pulseras,Pulseras de plata,Pulsera de eslabones,588.95,Yes,40,Orfebre Real
ALI-000329,Pan integral multicereales,"Pan de miga suave elaborado con harina integral, fuente de fibra.",Alimentación,Panadería,Pan de molde,Pan integral,28.08,No,0,Punto Sabor
ROP-000665,Camiseta básica algodón manga corta gris jaspeado,"Camiseta de algodón 100% suave y transpirable, ideal para el día a día.",Ropa,Hombre,Camisetas,Camiseta manga corta,43.10,Yes,10,Modaline
ALI-000153,Pan integral con semillas,"Pan de miga suave elaborado con harina integral, fuente de fibra.",Alimentación,Panadería,Pan de molde,Pan integral,23.55,Yes,0,Nutrivida
ALI-000219,Croissant sin gluten,"Bollería horneada con receta tradicional, textura hojaldrada.",Alimentación,Panadería,Bollería,Croissant,12.18,Yes,0,Sabor Norte
ROP-000511,Sujetador sin aros deportivo,"Sujetador sin aros, cómodo y flexible, ideal para el uso diario.",Ropa,Mujer,Lencería,Sujetador sin aros,41.84,Yes,0,UrbanCotto
ROP-000478,Sudadera con capucha estampada,"Sudadera cómoda con capucha y bolsillo canguro, ideal para el día a día.",Ropa,Mujer,Sudaderas,Sudadera con capucha,169.09,Yes,20,UrbanCotto
ROP-000480,Sujetador con aros negro,Sujetador con aros que proporciona sujeción y buen levantamiento.,Ropa,Mujer,Lencería,Sujetador con aros,174.06,No,0,Estilo Urbano
ELE-000359,Depiladora eléctrica con cabezales intercambiables,"Depiladora eficaz de uso doméstico, ligera y fácil de manejar.",Electrodomésticos,Cuidado personal,Depiladoras,Depiladora eléctrica,159.48,Yes,50,HogarTech
ALI-000409,Manzanas de temporada,"Fruta fresca de temporada, seleccionada por tamaño y calidad.",Alimentación,Frutas y verduras,Frutas frescas,Manzanas,18.69,Yes,0,Verde Cosecha
ALI-000668,Tomates pera,"Verdura fresca de cultivo controlado, ideal para ensaladas y cocinar.",Alimentación,Frutas y verduras,Verduras frescas,Tomates,20.23,Yes,70,Sabor Norte
ROP-000084,Camiseta infantil estampada algodón orgánico,Camiseta infantil de algodón suave con estampado divertido.,Ropa,Niños,Camisetas,Camiseta estampada,194.06,Yes,0,TrazoBlue
ROP-000176,Sujetador con aros de raso,Sujetador con aros que proporciona sujeción y buen levantamiento.,Ropa,Mujer,Lencería,Sujetador con aros,57.04,Yes,0,SolTejido
ALI-000660,Lasaña congelada individual,"Plato preparado listo en minutos, ideal para el día a día.",Alimentación,Congelados,Platos preparados,Lasaña congelada,29.51,Yes,60,La Espiga Dorada
ROP-000691,Bufanda de lana unisex,"Bufanda cálida tejida en lana suave, ideal para el invierno.",Ropa,Accesorios,Bufandas,Bufanda de lana,40.02,Yes,0,UrbanCotto
JOY-000196,Pulsera de eslabones gruesa,Pulsera de plata con eslabones resistentes y acabado pulido.,Joyería,Pulseras,Pulseras de plata,Pulsera de eslabones,288.23,Yes,0,Reflejo Fino
ROP-000693,Sujetador con aros con encaje,Sujetador con aros que proporciona sujeción y buen levantamiento.,Ropa,Mujer,Lencería,Sujetador con aros,24.19,Yes,0,Alta Fibra
ELE-000196,Secador iónico ligero,Secador con tecnología iónica que reduce el encrespamiento del cabello.,Electrodomésticos,Cuidado personal,Secadores de pelo,Secador iónico,273.24,Yes,0,NordLine
ALI-000428,Manzanas ecológicas,"Fruta fresca de temporada, seleccionada por tamaño y calidad.",Alimentación,Frutas y verduras,Frutas frescas,Manzanas,16.78,Yes,0,La Espiga Dorada
ELE-000100,Horno eléctrico con grill,Horno con distribución uniforme del calor y múltiples funciones de cocinado.,Electrodomésticos,Cocina,Hornos,Horno eléctrico,1002.34,Yes,0,Electra Norte
ALI-000040,Tomates ecológicos,"Verdura fresca de cultivo controlado, ideal para ensaladas y cocinar.",Alimentación,Frutas y verduras,Verduras frescas,Tomates,6.10,Yes,0,La Espiga Dorada
ALI-000562,Queso curado semicurado,"Queso elaborado con leche seleccionada, curación tradicional y sabor intenso.",Alimentación,Lácteos,Quesos,Queso curado,15.92,Yes,0,Verde Cosecha
ROP-000236,Pantalón vaquero regular fit,Pantalón vaquero de algodón resistente con corte cómodo.,Ropa,Hombre,Pantalones,Pantalón vaquero,14.89,Yes,5,TelaViva
ROP-000643,Camiseta básica algodón manga corta gris jaspeado,"Camiseta de algodón 100% suave y transpirable, ideal para el día a día.",Ropa,Hombre,Camisetas,Camiseta manga corta,136.25,Yes,30,Prenda Libre
ROP-000425,Gorro de punto reversible,Gorro tejido que abriga sin renunciar al estilo.,Ropa,Accesorios,Gorros,Gorro de punto,195.35,Yes,0,Prenda Libre
ELE-000058,Secador iónico ligero,Secador con tecnología iónica que reduce el encrespamiento del cabello.,Electrodomésticos,Cuidado personal,Secadores de pelo,Secador iónico,246.14,Yes,0,Electra Norte
ALI-000114,Manzanas Royal Gala,"Fruta fresca de temporada, seleccionada por tamaño y calidad.",Alimentación,Frutas y verduras,Frutas frescas,Manzanas,22.41,No,20,Sabor Norte
ELE-000093,Robot aspirador navegación láser,Robot inteligente que limpia y friega de forma autónoma.,Electrodomésticos,Limpieza,Robots aspiradores,Robot aspirador,1084.38,Yes,10,Vitalux
ALI-000012,Croissant integral,"Bollería horneada con receta tradicional, textura hojaldrada.",Alimentación,Panadería,Bollería,Croissant,20.80,Yes,0,Punto Sabor
JOY-000024,Cadena fina de oro 45cm,"Cadena de oro de acabado fino, ideal para uso diario o combinar con colgantes.",Joyería,Collares,Collares de oro,Cadena fina,1605.18,Yes,0,Plata del Norte
ROP-000106,Vestido largo liso negro,"Vestido de corte fluido, tejido ligero y caída favorecedora.",Ropa,Mujer,Vestidos,Vestido largo,89.66,Yes,70,Prenda Libre
ELE-000337,Ventilador de torre con mando a distancia,Ventilador de diseño compacto con distintas velocidades de ventilación.,Electrodomésticos,Climatización,Ventiladores,Ventilador de torre,404.34,Yes,0,HogarTech
ALI-000631,Lasaña congelada de carne,"Plato preparado listo en minutos, ideal para el día a día.",Alimentación,Congelados,Platos preparados,Lasaña congelada,7.07,Yes,0,La Tahona Azul
ROP-000222,Camiseta infantil estampada unicornios,Camiseta infantil de algodón suave con estampado divertido.,Ropa,Niños,Camisetas,Camiseta estampada,123.11,Yes,0,SolTejido
ELE-000151,Ventilador de torre bajo consumo,Ventilador de diseño compacto con distintas velocidades de ventilación.,Electrodomésticos,Climatización,Ventiladores,Ventilador de torre,620.10,Yes,5,NordLine
ROP-000025,Bufanda de lana con flecos,"Bufanda cálida tejida en lana suave, ideal para el invierno.",Ropa,Accesorios,Bufandas,Bufanda de lana,84.69,Yes,5,Estilo Urbano
ALI-000684,Croissant sin gluten,"Bollería horneada con receta tradicional, textura hojaldrada.",Alimentación,Panadería,Bollería,Croissant,28.44,Yes,30,La Tahona Azul
ALI-000628,Manzanas de temporada,"Fruta fresca de temporada, seleccionada por tamaño y calidad.",Alimentación,Frutas y verduras,Frutas frescas,Manzanas,20.08,Yes,0,Grano de Oro
JOY-000101,Pulsera trenzada de cuero marrón,"Pulsera artesanal trenzada a mano, resistente y de estilo casual.",Joyería,Pulseras,Pulseras de cuero,Pulsera trenzada,1108.81,Yes,0,Aurea Diseño
ROP-000637,Bota de invierno de cordones,"Bota resistente al agua con suela antideslizante, pensada para el frío.",Ropa,Calzado,Botas,Bota de invierno,59.75,No,20,UrbanCotto
ALI-000622,Croissant mini pack,"Bollería horneada con receta tradicional, textura hojaldrada.",Alimentación,Panadería,Bollería,Croissant,19.64,Yes,0,Sabores del Sur
ROP-000481,Blusa manga larga con lazo,"Blusa ligera de tacto suave, versátil para looks casuales o de oficina.",Ropa,Mujer,Camisas,Blusa manga larga,22.60,Yes,0,Costura 21
ALI-000539,Refresco de cola original,"Bebida refrescante carbonatada, ideal para acompañar comidas o disfrutar fría.",Alimentación,Bebidas,Refrescos,Refresco de cola,11.89,Yes,40,Huerta Real
